customer_id,risk_category,intervention_type,amount_due,amount_recovered,outstanding_after,recovery_status,communication_status,intervention_date_offset_days
CUSTOMER_0929,LOW,No Intervention,20107,20107,0,Recovered,Not Sent,-3
CUSTOMER_0930,LOW,No Intervention,11072,11072,0,Recovered,Not Sent,-2
CUSTOMER_0931,LOW,No Intervention,3140,3140,0,Recovered,Not Sent,-4
CUSTOMER_0932,HIGH,Phone Call,4518,2918,1600,Partially Recovered,Not Sent,-5
CUSTOMER_0933,LOW,No Intervention,1917,1917,0,Recovered,Not Sent,-7
CUSTOMER_0934,AT-RISK,Email Reminder,5201,5201,0,Recovered,Not Sent,-4
CUSTOMER_0935,LOW,No Intervention,11657,11657,0,Recovered,Not Sent,-8
CUSTOMER_0936,LOW,No Intervention,5719,5719,0,Recovered,Not Sent,-7
CUSTOMER_0937,LOW,No Intervention,10229,10229,0,Recovered,Not Sent,-2
CUSTOMER_0938,AT-RISK,Email Reminder,15468,15468,0,Recovered,Not Sent,-8
CUSTOMER_0939,HIGH,Phone Call,10815,10815,0,Recovered,Not Sent,-1
CUSTOMER_0940,AT-RISK,Email Reminder,9968,9968,0,Recovered,Not Sent,-10
CUSTOMER_0941,AT-RISK,Email Reminder,4256,2770,1486,Partially Recovered,Not Sent,-5
CUSTOMER_0942,HIGH,Phone Call,5643,5643,0,Recovered,Not Sent,-1
CUSTOMER_0943,AT-RISK,Email Reminder,10667,0,10667,Pending,Not Sent,-7
CUSTOMER_0944,HIGH,Phone Call,5317,2821,2496,Partially Recovered,Not Sent,-6
CUSTOMER_0945,AT-RISK,Email Reminder,11924,11924,0,Recovered,Not Sent,-4
CUSTOMER_0946,HIGH,Phone Call,13645,6775,6870,Partially Recovered,Not Sent,-10
CUSTOMER_0947,AT-RISK,Email Reminder,7660,7660,0,Recovered,Not Sent,-7
CUSTOMER_0948,LOW,No Intervention,3290,3290,0,Recovered,Not Sent,-10
CUSTOMER_0949,LOW,No Intervention,9259,9259,0,Recovered,Not Sent,-5
CUSTOMER_0950,LOW,No Intervention,32099,32099,0,Recovered,Not Sent,-1
CUSTOMER_0951,LOW,No Intervention,3367,3367,0,Recovered,Not Sent,-9
CUSTOMER_0952,LOW,No Intervention,5248,5248,0,Recovered,Not Sent,-5
CUSTOMER_0953,CRITICAL,Manual Follow-up,6834,6834,0,Recovered,Not Sent,-10
CUSTOMER_0954,LOW,No Intervention,6741,6741,0,Recovered,Not Sent,-6
CUSTOMER_0955,AT-RISK,Email Reminder,4345,1647,2698,Partially Recovered,Not Sent,-3
CUSTOMER_0956,LOW,No Intervention,1733,1733,0,Recovered,Not Sent,-10
CUSTOMER_0957,LOW,No Intervention,15595,15595,0,Recovered,Not Sent,-9
CUSTOMER_0958,CRITICAL,Manual Follow-up,9465,5752,3713,Partially Recovered,Not Sent,-3
CUSTOMER_0959,LOW,No Intervention,5292,5292,0,Recovered,Not Sent,-9
CUSTOMER_0960,HIGH,Phone Call,7664,0,7664,Not Recovered,Not Sent,-5
CUSTOMER_0961,LOW,No Intervention,5136,5136,0,Recovered,Not Sent,-10
CUSTOMER_0962,LOW,No Intervention,4951,4951,0,Recovered,Not Sent,-6
CUSTOMER_0963,LOW,No Intervention,5857,5857,0,Recovered,Not Sent,-10
CUSTOMER_0964,LOW,No Intervention,12742,12742,0,Recovered,Not Sent,-9
CUSTOMER_0965,CRITICAL,Manual Follow-up,17865,10994,6871,Partially Recovered,Not Sent,-4
CUSTOMER_0966,LOW,No Intervention,2816,2816,0,Recovered,Not Sent,-6
CUSTOMER_0967,LOW,No Intervention,9877,9877,0,Recovered,Not Sent,-7
CUSTOMER_0968,LOW,No Intervention,20706,20706,0,Recovered,Not Sent,-6
CUSTOMER_0969,CRITICAL,Manual Follow-up,23697,0,23697,Not Recovered,Not Sent,-6
CUSTOMER_0970,LOW,No Intervention,11236,11236,0,Recovered,Not Sent,-3
CUSTOMER_0971,LOW,No Intervention,17121,17121,0,Recovered,Not Sent,-10
CUSTOMER_0972,LOW,No Intervention,4045,4045,0,Recovered,Not Sent,-1
CUSTOMER_0973,LOW,No Intervention,3910,3910,0,Recovered,Not Sent,-4
CUSTOMER_0974,CRITICAL,Manual Follow-up,9238,9238,0,Recovered,Not Sent,-6
CUSTOMER_0975,LOW,No Intervention,4358,4358,0,Recovered,Not Sent,-9
CUSTOMER_0976,LOW,No Intervention,3593,3593,0,Recovered,Not Sent,-5
CUSTOMER_0977,CRITICAL,Manual Follow-up,21448,0,21448,Pending,Not Sent,-8
CUSTOMER_0978,LOW,No Intervention,6564,6564,0,Recovered,Not Sent,-8
CUSTOMER_0979,LOW,No Intervention,5747,5747,0,Recovered,Not Sent,-2
CUSTOMER_0980,LOW,No Intervention,7201,7201,0,Recovered,Not Sent,-10
CUSTOMER_0981,LOW,No Intervention,3336,3336,0,Recovered,Not Sent,-4
CUSTOMER_0982,LOW,No Intervention,4287,4287,0,Recovered,Not Sent,-7
CUSTOMER_0983,HIGH,Phone Call,30556,30556,0,Recovered,Not Sent,-10
CUSTOMER_0984,AT-RISK,Email Reminder,6696,2708,3988,Partially Recovered,Not Sent,-4
CUSTOMER_0985,CRITICAL,Manual Follow-up,1571,1571,0,Recovered,Not Sent,-10
CUSTOMER_0986,LOW,No Intervention,11622,11622,0,Recovered,Not Sent,-3
CUSTOMER_0987,LOW,No Intervention,7339,7339,0,Recovered,Not Sent,-7
CUSTOMER_0988,LOW,No Intervention,9387,9387,0,Recovered,Not Sent,-5
CUSTOMER_0989,LOW,No Intervention,12755,12755,0,Recovered,Not Sent,-7
CUSTOMER_0990,LOW,No Intervention,11719,11719,0,Recovered,Not Sent,-4
CUSTOMER_0991,HIGH,Phone Call,4957,2944,2013,Partially Recovered,Not Sent,-5
CUSTOMER_0992,AT-RISK,Email Reminder,8164,8164,0,Recovered,Not Sent,-3
CUSTOMER_0993,LOW,No Intervention,27603,27603,0,Recovered,Not Sent,-2
CUSTOMER_0994,LOW,No Intervention,4730,4730,0,Recovered,Not Sent,-1
CUSTOMER_0995,LOW,No Intervention,12806,12806,0,Recovered,Not Sent,-4
CUSTOMER_0996,LOW,No Intervention,6075,6075,0,Recovered,Not Sent,-3
CUSTOMER_0997,LOW,No Intervention,16221,16221,0,Recovered,Not Sent,-4
CUSTOMER_0998,LOW,No Intervention,4452,4452,0,Recovered,Not Sent,-5
CUSTOMER_0999,AT-RISK,Email Reminder,3147,3147,0,Recovered,Not Sent,-10
CUSTOMER_1000,LOW,No Intervention,6413,6413,0,Recovered,Not Sent,-1
